Developer Training for Spark and Hadoop,Cloudera,cloudera.png,12/21/18,https://www.cloudera.com/about/training/courses/developer-training-for-spark-and-hadoop.html,"Scala and Python developers will learn key concepts and gain the expertise needed to ingest and process data, and develop high-performance applications using Apache Spark 2. "
Data Engineering on Google Cloud Platform ,Coursera,dataEngineering.png,01/18/19,https://www.coursera.org/specializations/gcp-data-machine-learning,"This five-week, accelerated online specialization provides participants a hands-on introduction to designing and building data processing systems on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and carry out machine learning.  "
